standard_number,title,descriptive_title,year,id,source,detail_url,pdf_url
IS 18006 : Part 4 : Sec 1,IS 18006 : Part 4 : Sec 1 : 2025,IS 18006 : Part 4 : Sec 1 : 2025,2025,53350,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18006+%3a+Part+4+%3a+Sec+1&id=53350,https://archive.org/search?query=title%3A%22IS%2018006%20%3A%20Part%204%20%3A%20Sec%201%22
IS 18006 : Part 5 : Sec 1,IS 18006 : Part 5 : Sec 1 : 2025,IS 18006 : Part 5 : Sec 1 : 2025,2025,53351,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18006+%3a+Part+5+%3a+Sec+1&id=53351,https://archive.org/search?query=title%3A%22IS%2018006%20%3A%20Part%205%20%3A%20Sec%201%22
IS 18006 : Part 6 : Sec 1,IS 18006 : Part 6 : Sec 1 : 2025,IS 18006 : Part 6 : Sec 1 : 2025,2025,53352,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18006+%3a+Part+6+%3a+Sec+1&id=53352,https://archive.org/search?query=title%3A%22IS%2018006%20%3A%20Part%206%20%3A%20Sec%201%22
IS 18006 : Part 7 : Sec 1,IS 18006 : Part 7 : Sec 1 : 2025,IS 18006 : Part 7 : Sec 1 : 2025,2025,52190,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18006+%3a+Part+7+%3a+Sec+1&id=52190,https://archive.org/search?query=title%3A%22IS%2018006%20%3A%20Part%207%20%3A%20Sec%201%22
IS 18006 : Part 8 : Sec 1,IS 18006 : Part 8 : Sec 1 : 2025,IS 18006 : Part 8 : Sec 1 : 2025,2025,52191,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18006+%3a+Part+8+%3a+Sec+1&id=52191,https://archive.org/search?query=title%3A%22IS%2018006%20%3A%20Part%208%20%3A%20Sec%201%22
IS 18008 : Part 1,IS 18008 : Part 1 : 2021,IS 18008 : Part 1 : 2021,2021,34095,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18008+%3a+Part+1&id=34095,https://archive.org/search?query=title%3A%22IS%2018008%20%3A%20Part%201%22
IS 18008 : Part 2,IS 18008 : Part 2 : 2024,IS 18008 : Part 2 : 2024,2024,51328,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18008+%3a+Part+2&id=51328,https://archive.org/search?query=title%3A%22IS%2018008%20%3A%20Part%202%22
IS 1801,IS 1801 : 2016,IS 1801 : 2016,2016,8340,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1801&id=8340,https://archive.org/search?query=title%3A%22IS%201801%22
IS 18010 : Part 1,IS 18010 : Part 1 : 2020,IS 18010 : Part 1 : 2020,2020,33477,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18010+%3a+Part+1&id=33477,https://archive.org/search?query=title%3A%22IS%2018010%20%3A%20Part%201%22
IS 18010 : Part 4 : Sec 1,IS 18010 : Part 4 : Sec 1 : 2022,IS 18010 : Part 4 : Sec 1 : 2022,2022,46003,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18010+%3a+Part+4+%3a+Sec+1&id=46003,https://archive.org/search?query=title%3A%22IS%2018010%20%3A%20Part%204%20%3A%20Sec%201%22
IS 18010 : Part 5 : Sec 1,IS 18010 : Part 5 : Sec 1 : 2020,IS 18010 : Part 5 : Sec 1 : 2020,2020,33831,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18010+%3a+Part+5+%3a+Sec+1&id=33831,https://archive.org/search?query=title%3A%22IS%2018010%20%3A%20Part%205%20%3A%20Sec%201%22
IS 18010 : Part 5 : Sec 1 Amd. 1,IS 18010 : Part 5 : Sec 1 Amd. 1 : 2024,IS 18010 : Part 5 : Sec 1 Amd. 1 : 2024,2024,49665,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18010+%3a+Part+5+%3a+Sec+1+Amd.+1&id=49665,https://archive.org/search?query=title%3A%22IS%2018010%20%3A%20Part%205%20%3A%20Sec%201%20Amd.%201%22
IS 1802,IS 1802 : 2005,IS 1802 : 2005,2005,8341,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1802&id=8341,https://archive.org/search?query=title%3A%22IS%201802%22
IS 1803,IS 1803 : 2022,IS 1803 : 2022,2022,46378,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1803&id=46378,https://archive.org/search?query=title%3A%22IS%201803%22
IS 1804,IS 1804 : 2004,IS 1804 : 2004,2004,8343,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1804&id=8343,https://archive.org/search?query=title%3A%22IS%201804%22
IS 1804 Amd. 1,IS 1804 Amd. 1 : 2004,IS 1804 Amd. 1 : 2004,2004,26227,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1804+Amd.+1&id=26227,https://archive.org/search?query=title%3A%22IS%201804%20Amd.%201%22
IS 1804 Amd. 2,IS 1804 Amd. 2 : 2005,IS 1804 Amd. 2 : 2005,2005,26228,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1804+Amd.+2&id=26228,https://archive.org/search?query=title%3A%22IS%201804%20Amd.%202%22
IS 1805,IS 1805 : 1973,IS 1805 : 1973,1973,8344,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1805&id=8344,https://archive.org/search?query=title%3A%22IS%201805%22
IS 18051,IS 18051 : 2022,IS 18051 : 2022,2022,46573,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18051&id=46573,https://archive.org/search?query=title%3A%22IS%2018051%22
IS 18053,IS 18053 : 2022,IS 18053 : 2022,2022,46574,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18053&id=46574,https://archive.org/search?query=title%3A%22IS%2018053%22
IS 18057 : Part 1,IS 18057 : Part 1 : 2023,IS 18057 : Part 1 : 2023,2023,46769,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+1&id=46769,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%201%22
IS 18057 : Part 10,IS 18057 : Part 10 : 2023,IS 18057 : Part 10 : 2023,2023,47235,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+10&id=47235,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%2010%22
IS 18057 : Part 2,IS 18057 : Part 2 : 2023,IS 18057 : Part 2 : 2023,2023,46770,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+2&id=46770,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%202%22
IS 18057 : Part 3,IS 18057 : Part 3 : 2023,IS 18057 : Part 3 : 2023,2023,47401,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+3&id=47401,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%203%22
IS 18057 : Part 4,IS 18057 : Part 4 : 2023,IS 18057 : Part 4 : 2023,2023,47402,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+4&id=47402,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%204%22
IS 18057 : Part 5,IS 18057 : Part 5 : 2023,IS 18057 : Part 5 : 2023,2023,46771,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+5&id=46771,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%205%22
IS 18057 : Part 6,IS 18057 : Part 6 : 2023,IS 18057 : Part 6 : 2023,2023,47403,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+6&id=47403,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%206%22
IS 18057 : Part 7,IS 18057 : Part 7 : 2023,IS 18057 : Part 7 : 2023,2023,46772,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+7&id=46772,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%207%22
IS 18057 : Part 8,IS 18057 : Part 8 : 2023,IS 18057 : Part 8 : 2023,2023,47404,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+8&id=47404,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%208%22
IS 18057 : Part 9,IS 18057 : Part 9 : 2023,IS 18057 : Part 9 : 2023,2023,47405,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18057+%3a+Part+9&id=47405,https://archive.org/search?query=title%3A%22IS%2018057%20%3A%20Part%209%22
IS 18058,IS 18058 : 2023,IS 18058 : 2023,2023,47322,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18058&id=47322,https://archive.org/search?query=title%3A%22IS%2018058%22
IS 18058 Amd. 1,IS 18058 Amd. 1 : 2024,IS 18058 Amd. 1 : 2024,2024,51526,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18058+Amd.+1&id=51526,https://archive.org/search?query=title%3A%22IS%2018058%20Amd.%201%22
IS 18059,IS 18059 : 2022,IS 18059 : 2022,2022,46575,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18059&id=46575,https://archive.org/search?query=title%3A%22IS%2018059%22
IS 1806,IS 1806 : 2018,IS 1806 : 2018,2018,8345,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1806&id=8345,https://archive.org/search?query=title%3A%22IS%201806%22
IS 1806 Amd. 1,IS 1806 Amd. 1 : 2026,IS 1806 Amd. 1 : 2026,2026,54105,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1806+Amd.+1&id=54105,https://archive.org/search?query=title%3A%22IS%201806%20Amd.%201%22
IS 18060,IS 18060 : 2022,IS 18060 : 2022,2022,46470,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18060&id=46470,https://archive.org/search?query=title%3A%22IS%2018060%22
IS 18061,IS 18061 : 2023,IS 18061 : 2023,2023,48046,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18061&id=48046,https://archive.org/search?query=title%3A%22IS%2018061%22
IS 18062,IS 18062 : 2023,IS 18062 : 2023,2023,46818,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18062&id=46818,https://archive.org/search?query=title%3A%22IS%2018062%22
IS 18063,IS 18063 : 2022,IS 18063 : 2022,2022,46676,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18063&id=46676,https://archive.org/search?query=title%3A%22IS%2018063%22
IS 18064,IS 18064 : 2022,IS 18064 : 2022,2022,46576,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18064&id=46576,https://archive.org/search?query=title%3A%22IS%2018064%22
IS 18065,IS 18065 : 2022,IS 18065 : 2022,2022,46524,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18065&id=46524,https://archive.org/search?query=title%3A%22IS%2018065%22
IS 18066 : Part 1,IS 18066 : Part 1 : 2022,IS 18066 : Part 1 : 2022,2022,46705,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18066+%3a+Part+1&id=46705,https://archive.org/search?query=title%3A%22IS%2018066%20%3A%20Part%201%22
IS 18066 : Part 3,IS 18066 : Part 3 : 2022,IS 18066 : Part 3 : 2022,2022,46706,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18066+%3a+Part+3&id=46706,https://archive.org/search?query=title%3A%22IS%2018066%20%3A%20Part%203%22
IS 18066 : Part 4,IS 18066 : Part 4 : 2026,IS 18066 : Part 4 : 2026,2026,54653,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18066+%3a+Part+4&id=54653,https://archive.org/search?query=title%3A%22IS%2018066%20%3A%20Part%204%22
IS 18066 : Part 6,IS 18066 : Part 6 : 2026,IS 18066 : Part 6 : 2026,2026,54654,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18066+%3a+Part+6&id=54654,https://archive.org/search?query=title%3A%22IS%2018066%20%3A%20Part%206%22
IS 18066 : Part 8,IS 18066 : Part 8 : 2022,IS 18066 : Part 8 : 2022,2022,46707,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18066+%3a+Part+8&id=46707,https://archive.org/search?query=title%3A%22IS%2018066%20%3A%20Part%208%22
IS 18067,IS 18067 : 2023,IS 18067 : 2023,2023,47018,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18067&id=47018,https://archive.org/search?query=title%3A%22IS%2018067%22
IS 18068,IS 18068 : 2023,IS 18068 : 2023,2023,47121,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18068&id=47121,https://archive.org/search?query=title%3A%22IS%2018068%22
IS 18069 : Part 1,IS 18069 : Part 1 : 2023,IS 18069 : Part 1 : 2023,2023,47644,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18069+%3a+Part+1&id=47644,https://archive.org/search?query=title%3A%22IS%2018069%20%3A%20Part%201%22
IS 18069 : Part 2,IS 18069 : Part 2 : 2023,IS 18069 : Part 2 : 2023,2023,47645,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18069+%3a+Part+2&id=47645,https://archive.org/search?query=title%3A%22IS%2018069%20%3A%20Part%202%22
IS 1807,IS 1807 : 1961,IS 1807 : 1961,1961,8346,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1807&id=8346,https://archive.org/search?query=title%3A%22IS%201807%22
IS 1807 Amd. 1,IS 1807 Amd. 1 : 1988,IS 1807 Amd. 1 : 1988,1988,27182,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+1807+Amd.+1&id=27182,https://archive.org/search?query=title%3A%22IS%201807%20Amd.%201%22
IS 18070,IS 18070 : 2023,IS 18070 : 2023,2023,47646,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18070&id=47646,https://archive.org/search?query=title%3A%22IS%2018070%22
IS 18073,IS 18073 : 2023,IS 18073 : 2023,2023,46980,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18073&id=46980,https://archive.org/search?query=title%3A%22IS%2018073%22
IS 18074 : Part 1,IS 18074 : Part 1 : 2023,IS 18074 : Part 1 : 2023,2023,48189,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18074+%3a+Part+1&id=48189,https://archive.org/search?query=title%3A%22IS%2018074%20%3A%20Part%201%22
IS 18074 : Part 2,IS 18074 : Part 2 : 2023,IS 18074 : Part 2 : 2023,2023,48582,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18074+%3a+Part+2&id=48582,https://archive.org/search?query=title%3A%22IS%2018074%20%3A%20Part%202%22
IS 18074 : Part 3,IS 18074 : Part 3 : 2024,IS 18074 : Part 3 : 2024,2024,50154,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18074+%3a+Part+3&id=50154,https://archive.org/search?query=title%3A%22IS%2018074%20%3A%20Part%203%22
IS 18074 : Part 4,IS 18074 : Part 4 : 2024,IS 18074 : Part 4 : 2024,2024,49959,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18074+%3a+Part+4&id=49959,https://archive.org/search?query=title%3A%22IS%2018074%20%3A%20Part%204%22
IS 18074 : Part 5,IS 18074 : Part 5 : 2024,IS 18074 : Part 5 : 2024,2024,50155,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18074+%3a+Part+5&id=50155,https://archive.org/search?query=title%3A%22IS%2018074%20%3A%20Part%205%22
IS 18075 : Part 1,IS 18075 : Part 1 : 2023,IS 18075 : Part 1 : 2023,2023,46927,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18075+%3a+Part+1&id=46927,https://archive.org/search?query=title%3A%22IS%2018075%20%3A%20Part%201%22
IS 18075 : Part 2,IS 18075 : Part 2 : 2023,IS 18075 : Part 2 : 2023,2023,46928,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18075+%3a+Part+2&id=46928,https://archive.org/search?query=title%3A%22IS%2018075%20%3A%20Part%202%22
IS 18075 : Part 3,IS 18075 : Part 3 : 2023,IS 18075 : Part 3 : 2023,2023,46929,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18075+%3a+Part+3&id=46929,https://archive.org/search?query=title%3A%22IS%2018075%20%3A%20Part%203%22
IS 18075 : Part 5,IS 18075 : Part 5 : 2025,IS 18075 : Part 5 : 2025,2025,52488,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18075+%3a+Part+5&id=52488,https://archive.org/search?query=title%3A%22IS%2018075%20%3A%20Part%205%22
IS 18076,IS 18076 : 2023,IS 18076 : 2023,2023,48190,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18076&id=48190,https://archive.org/search?query=title%3A%22IS%2018076%22
IS 18078,IS 18078 : 2023,IS 18078 : 2023,2023,47216,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18078&id=47216,https://archive.org/search?query=title%3A%22IS%2018078%22
IS 18079,IS 18079 : 2023,IS 18079 : 2023,2023,48546,Bureau of Indian Standards - e-Sale (standardsbis.bsbedge.com),https://standardsbis.bsbedge.com/BIS_SearchStandard.aspx?Standard_Number=IS+18079&id=48546,https://archive.org/search?query=title%3A%22IS%2018079%22
